sale_id,sale_date,customer_id,product,category,quantity,unit_price,status,channel,region,brand,cost,list_price,sales_amount,total_cost,profit,profit_margin
S0024,2026-01-02,C109,麦克风,音频,2,359.0,paid,线下,华南,星科,210,359,718.0,420,298.0,41.5
S0025,2026-05-21,C004,显示器,显示设备,1,1299.0,paid,线上,华东,视界,900,1299,1299.0,900,399.0,30.72
S0026,2026-02-13,C119,鼠标,外设,4,99.0,paid,线上,华南,星科,45,99,396.0,180,216.0,54.55
S0027,2026-03-12,C043,鼠标,外设,3,89.1,paid,线下,华东,星科,45,99,267.3,135,132.3,49.49
S0028,2026-01-31,C080,摄像头,外设,1,299.0,paid,线上,华东,视界,150,299,299.0,150,149.0,49.83
S0029,2026-04-16,C022,机械键盘,外设,2,269.1,paid,线上,华东,雷鸟,180,299,538.2,360,178.2,33.11
S0031,2026-03-24,C031,机械键盘,外设,3,284.05,paid,线下,华中,雷鸟,180,299,852.15,540,312.15,36.63
S0032,2026-06-23,C098,投影仪,显示设备,2,2499.0,paid,线下,华东,光影,1800,2499,4998.0,3600,1398.0,27.97
S0033,2026-06-01,C051,鼠标,外设,1,103.95,paid,线上,华东,星科,45,99,103.95,45,58.95,56.71
S0034,2026-02-15,C037,耳机,音频,2,359.1,paid,线下,华中,声浪,240,399,718.2,480,238.2,33.17
S0035,2026-06-10,C039,投影仪,显示设备,1,2499.0,paid,线下,华南,光影,1800,2499,2499.0,1800,699.0,27.97
S0036,2026-01-25,C046,麦克风,音频,1,376.95,paid,线上,华中,星科,210,359,376.95,210,166.95,44.29
S0037,2026-06-30,C016,麦克风,音频,2,359.0,paid,线上,华东,星科,210,359,718.0,420,298.0,41.5
S0038,2026-05-23,C010,机械键盘,外设,3,284.05,paid,线下,华中,雷鸟,180,299,852.15,540,312.15,36.63
S0039,2026-03-04,C109,显示器,显示设备,3,1299.0,paid,线下,华北,视界,900,1299,3897.0,2700,1197.0,30.72
S0041,2026-03-12,C024,鼠标,外设,4,99.0,paid,线上,华南,星科,45,99,396.0,180,216.0,54.55
S0042,2026-02-18,C045,显示器,显示设备,1,1234.05,paid,线上,西南,视界,900,1299,1234.05,900,334.05,27.07
S0043,2026-06-24,C089,耳机,音频,3,399.0,paid,线上,华中,声浪,240,399,1197.0,720,477.0,39.85
S0044,2026-03-14,C034,鼠标,外设,1,103.95,paid,线下,华东,星科,45,99,103.95,45,58.95,56.71
S0046,2026-05-27,C051,机械键盘,外设,1,269.1,paid,线上,华东,雷鸟,180,299,269.1,180,89.1,33.11
S0047,2026-01-05,C099,鼠标,外设,4,99.0,paid,线上,华东,星科,45,99,396.0,180,216.0,54.55
S0048,2026-06-02,C071,鼠标,外设,3,89.1,paid,线上,华中,星科,45,99,267.3,135,132.3,49.49
S0049,2026-05-01,C071,音箱,音频,3,474.05,paid,线上,华中,声浪,320,499,1422.15,960,462.15,32.5
S0051,2026-05-05,C047,机械键盘,外设,3,313.95,paid,线上,西南,雷鸟,180,299,941.85,540,401.85,42.67
S0052,2026-02-08,C058,鼠标,外设,4,99.0,paid,线上,西南,星科,45,99,396.0,180,216.0,54.55
S0053,2026-06-23,C002,耳机,音频,1,379.05,paid,线下,华东,声浪,240,399,379.05,240,139.05,36.68
S0054,2026-03-07,C062,鼠标,外设,2,99.0,paid,线上,华北,星科,45,99,198.0,90,108.0,54.55
S0055,2026-05-08,C095,摄像头,外设,4,313.95,paid,线上,华中,视界,150,299,1255.8,600,655.8,52.22
S0056,2026-06-21,C095,麦克风,音频,2,323.1,paid,线下,华北,星科,210,359,646.2,420,226.2,35.0
S0057,2026-06-20,C113,鼠标,外设,2,94.05,paid,线下,华南,星科,45,99,188.1,90,98.1,52.15
S0059,2026-01-07,C071,机械键盘,外设,1,299.0,paid,线上,华北,雷鸟,180,299,299.0,180,119.0,39.8
S0060,2026-06-25,C021,音箱,音频,2,449.1,paid,线下,华南,声浪,320,499,898.2,640,258.2,28.75
S0061,2026-04-21,C010,显示器,显示设备,4,1363.95,paid,线下,华北,视界,900,1299,5455.8,3600,1855.8,34.02
S0063,2026-05-02,C106,摄像头,外设,3,299.0,paid,线上,华东,视界,150,299,897.0,450,447.0,49.83
S0065,2026-06-19,C101,机械键盘,外设,1,299.0,paid,线下,华南,雷鸟,180,299,299.0,180,119.0,39.8
S0066,2026-02-13,C036,显示器,显示设备,3,1299.0,paid,线上,华东,视界,900,1299,3897.0,2700,1197.0,30.72
S0067,2026-02-19,C051,显示器,显示设备,4,1299.0,paid,线上,华北,视界,900,1299,5196.0,3600,1596.0,30.72
S0069,2026-06-02,C109,音箱,音频,1,499.0,paid,线上,华东,声浪,320,499,499.0,320,179.0,35.87
S0071,2026-01-02,C082,机械键盘,外设,3,269.1,paid,线上,华东,雷鸟,180,299,807.3,540,267.3,33.11
S0072,2026-06-06,C101,摄像头,外设,2,269.1,paid,线上,华东,视界,150,299,538.2,300,238.2,44.26
S0073,2026-04-13,C077,鼠标,外设,4,99.0,paid,线下,华东,星科,45,99,396.0,180,216.0,54.55
S0076,2026-03-28,C087,鼠标,外设,2,99.0,paid,线下,西南,星科,45,99,198.0,90,108.0,54.55
S0077,2026-03-13,C085,鼠标,外设,2,89.1,paid,线上,华南,星科,45,99,178.2,90,88.2,49.49
S0079,2026-06-20,C027,机械键盘,外设,2,299.0,paid,线下,华南,雷鸟,180,299,598.0,360,238.0,39.8
S0080,2026-02-06,C067,显示器,显示设备,1,1234.05,paid,线上,华南,视界,900,1299,1234.05,900,334.05,27.07
S0082,2026-03-17,C110,鼠标,外设,3,99.0,paid,线上,华南,星科,45,99,297.0,135,162.0,54.55
S0083,2026-05-21,C013,鼠标,外设,2,99.0,paid,线上,华中,星科,45,99,198.0,90,108.0,54.55
S0084,2026-06-21,C036,摄像头,外设,3,299.0,paid,线上,华南,视界,150,299,897.0,450,447.0,49.83
S0085,2026-05-31,C017,投影仪,显示设备,1,2499.0,paid,线上,华北,光影,1800,2499,2499.0,1800,699.0,27.97
S0086,2026-04-29,C055,摄像头,外设,4,269.1,paid,线上,华南,视界,150,299,1076.4,600,476.4,44.26
S0087,2026-03-09,C039,麦克风,音频,4,359.0,paid,线上,华中,星科,210,359,1436.0,840,596.0,41.5
S0088,2026-03-17,C030,音箱,音频,3,449.1,paid,线上,华东,声浪,320,499,1347.3,960,387.3,28.75
S0090,2026-06-14,C020,鼠标,外设,2,99.0,paid,线上,华中,星科,45,99,198.0,90,108.0,54.55
S0091,2026-03-31,C096,机械键盘,外设,1,299.0,paid,线上,华中,雷鸟,180,299,299.0,180,119.0,39.8
S0092,2026-03-13,C094,音箱,音频,3,499.0,paid,线上,华北,声浪,320,499,1497.0,960,537.0,35.87
S0094,2026-04-23,C090,鼠标,外设,4,94.05,paid,线上,华南,星科,45,99,376.2,180,196.2,52.15
S0095,2026-03-07,C044,耳机,音频,2,399.0,paid,线下,华南,声浪,240,399,798.0,480,318.0,39.85
S0096,2026-04-07,C081,耳机,音频,4,418.95,paid,线上,华北,声浪,240,399,1675.8,960,715.8,42.71
S0097,2026-05-04,C112,显示器,显示设备,3,1169.1,paid,线上,华南,视界,900,1299,3507.3,2700,807.3,23.02
S0098,2026-02-17,C111,显示器,显示设备,1,1299.0,paid,线上,华东,视界,900,1299,1299.0,900,399.0,30.72
S0100,2026-01-23,C114,麦克风,音频,3,359.0,paid,线上,华东,星科,210,359,1077.0,630,447.0,41.5
S0101,2026-04-15,C039,耳机,音频,1,399.0,paid,线上,华南,声浪,240,399,399.0,240,159.0,39.85
S0103,2026-06-23,C046,投影仪,显示设备,1,2499.0,paid,线上,华东,光影,1800,2499,2499.0,1800,699.0,27.97
S0104,2026-06-30,C036,音箱,音频,1,499.0,paid,线上,华东,声浪,320,499,499.0,320,179.0,35.87
S0105,2026-04-14,C109,机械键盘,外设,1,269.1,paid,线下,华东,雷鸟,180,299,269.1,180,89.1,33.11
S0107,2026-01-29,C104,机械键盘,外设,2,269.1,paid,线上,华东,雷鸟,180,299,538.2,360,178.2,33.11
S0108,2026-02-12,C046,鼠标,外设,2,89.1,paid,线上,华南,星科,45,99,178.2,90,88.2,49.49
S0109,2026-02-15,C042,鼠标,外设,3,99.0,paid,线上,华东,星科,45,99,297.0,135,162.0,54.55
S0110,2026-01-27,C073,麦克风,音频,2,341.05,paid,线上,华南,星科,210,359,682.1,420,262.1,38.43
S0115,2026-03-23,C099,机械键盘,外设,2,299.0,paid,线上,西南,雷鸟,180,299,598.0,360,238.0,39.8
S0116,2026-04-15,C037,耳机,音频,2,399.0,paid,线上,华中,声浪,240,399,798.0,480,318.0,39.85
S0118,2026-03-04,C038,摄像头,外设,2,284.05,paid,线上,华南,视界,150,299,568.1,300,268.1,47.19
S0119,2026-02-03,C012,摄像头,外设,1,269.1,paid,线上,华南,视界,150,299,269.1,150,119.1,44.26
S0120,2026-01-17,C015,鼠标,外设,2,99.0,paid,线上,华南,星科,45,99,198.0,90,108.0,54.55
S0121,2026-03-28,C026,摄像头,外设,3,299.0,paid,线上,华北,视界,150,299,897.0,450,447.0,49.83
S0123,2026-02-20,C014,耳机,音频,3,399.0,paid,线上,华东,声浪,240,399,1197.0,720,477.0,39.85
S0124,2026-05-24,C108,耳机,音频,3,359.1,paid,线下,华北,声浪,240,399,1077.3,720,357.3,33.17
S0125,2026-06-12,C115,耳机,音频,3,359.1,paid,线上,华中,声浪,240,399,1077.3,720,357.3,33.17
S0126,2026-05-15,C018,音箱,音频,1,499.0,paid,线上,华中,声浪,320,499,499.0,320,179.0,35.87
S0127,2026-03-23,C014,显示器,显示设备,3,1363.95,paid,线上,华中,视界,900,1299,4091.85,2700,1391.85,34.02
S0128,2026-03-02,C032,投影仪,显示设备,4,2499.0,paid,线上,华中,光影,1800,2499,9996.0,7200,2796.0,27.97
S0129,2026-03-10,C060,耳机,音频,4,399.0,paid,线下,华东,声浪,240,399,1596.0,960,636.0,39.85
S0130,2026-02-22,C074,麦克风,音频,1,359.0,paid,线上,西南,星科,210,359,359.0,210,149.0,41.5
S0131,2026-01-18,C001,摄像头,外设,4,284.05,paid,线下,华东,视界,150,299,1136.2,600,536.2,47.19
S0132,2026-05-29,C069,音箱,音频,1,523.95,paid,线下,华中,声浪,320,499,523.95,320,203.95,38.93
S0133,2026-01-24,C085,耳机,音频,1,359.1,paid,线上,西南,声浪,240,399,359.1,240,119.1,33.17
S0134,2026-02-23,C095,耳机,音频,2,399.0,paid,线下,华南,声浪,240,399,798.0,480,318.0,39.85
S0135,2026-03-20,C106,投影仪,显示设备,1,2499.0,paid,线上,华南,光影,1800,2499,2499.0,1800,699.0,27.97
S0137,2026-04-12,C091,机械键盘,外设,3,269.1,paid,线上,华南,雷鸟,180,299,807.3,540,267.3,33.11
S0138,2026-05-25,C020,耳机,音频,1,359.1,paid,线上,华中,声浪,240,399,359.1,240,119.1,33.17
S0139,2026-06-12,C095,摄像头,外设,4,299.0,paid,线下,西南,视界,150,299,1196.0,600,596.0,49.83
S0140,2026-03-31,C002,鼠标,外设,2,99.0,paid,线下,华北,星科,45,99,198.0,90,108.0,54.55
S0141,2026-05-01,C079,摄像头,外设,3,299.0,paid,线下,西南,视界,150,299,897.0,450,447.0,49.83
S0142,2026-04-05,C073,鼠标,外设,2,89.1,paid,线上,华中,星科,45,99,178.2,90,88.2,49.49
S0143,2026-01-22,C015,鼠标,外设,1,99.0,paid,线下,华东,星科,45,99,99.0,45,54.0,54.55
S0144,2026-06-23,C072,摄像头,外设,1,299.0,paid,线上,华北,视界,150,299,299.0,150,149.0,49.83
S0145,2026-04-05,C031,机械键盘,外设,1,299.0,paid,线上,华东,雷鸟,180,299,299.0,180,119.0,39.8
S0146,2026-02-25,C017,机械键盘,外设,2,299.0,paid,线下,华中,雷鸟,180,299,598.0,360,238.0,39.8
S0148,2026-05-20,C099,摄像头,外设,1,299.0,paid,线上,华南,视界,150,299,299.0,150,149.0,49.83
S0149,2026-06-09,C102,鼠标,外设,3,99.0,paid,线上,华中,星科,45,99,297.0,135,162.0,54.55
S0150,2026-04-13,C097,显示器,显示设备,4,1299.0,paid,线上,华南,视界,900,1299,5196.0,3600,1596.0,30.72
S0151,2026-05-24,C019,耳机,音频,1,359.1,paid,线上,华东,声浪,240,399,359.1,240,119.1,33.17
S0152,2026-03-08,C103,鼠标,外设,4,89.1,paid,线上,华南,星科,45,99,356.4,180,176.4,49.49
S0153,2026-01-21,C095,摄像头,外设,3,299.0,paid,线下,华南,视界,150,299,897.0,450,447.0,49.83
S0154,2026-02-08,C117,耳机,音频,1,379.05,paid,线上,华南,声浪,240,399,379.05,240,139.05,36.68
S0155,2026-01-25,C003,机械键盘,外设,1,299.0,paid,线下,华南,雷鸟,180,299,299.0,180,119.0,39.8
S0156,2026-06-20,C010,音箱,音频,1,449.1,paid,线下,华南,声浪,320,499,449.1,320,129.1,28.75
S0157,2026-03-11,C116,机械键盘,外设,4,284.05,paid,线上,西南,雷鸟,180,299,1136.2,720,416.2,36.63
S0158,2026-01-15,C097,鼠标,外设,3,99.0,paid,线上,西南,星科,45,99,297.0,135,162.0,54.55
S0159,2026-05-27,C043,鼠标,外设,3,99.0,paid,线下,华东,星科,45,99,297.0,135,162.0,54.55
S0160,2026-01-14,C073,摄像头,外设,2,284.05,paid,线上,华东,视界,150,299,568.1,300,268.1,47.19
S0161,2026-01-23,C008,摄像头,外设,3,269.1,paid,线上,华南,视界,150,299,807.3,450,357.3,44.26
S0162,2026-02-03,C079,显示器,显示设备,3,1363.95,paid,线下,华南,视界,900,1299,4091.85,2700,1391.85,34.02
S0163,2026-03-02,C038,麦克风,音频,1,376.95,paid,线下,华中,星科,210,359,376.95,210,166.95,44.29
S0164,2026-01-19,C054,摄像头,外设,2,299.0,paid,线下,华东,视界,150,299,598.0,300,298.0,49.83
S0165,2026-03-03,C002,耳机,音频,2,399.0,paid,线上,华南,声浪,240,399,798.0,480,318.0,39.85
S0166,2026-06-30,C092,投影仪,显示设备,4,2499.0,paid,线上,华北,光影,1800,2499,9996.0,7200,2796.0,27.97
S0167,2026-04-21,C004,鼠标,外设,2,89.1,paid,线下,华东,星科,45,99,178.2,90,88.2,49.49
S0168,2026-02-27,C056,鼠标,外设,1,99.0,paid,线上,华东,星科,45,99,99.0,45,54.0,54.55
S0169,2026-05-22,C088,鼠标,外设,2,99.0,paid,线上,华北,星科,45,99,198.0,90,108.0,54.55
S0170,2026-05-05,C044,摄像头,外设,2,299.0,paid,线上,华北,视界,150,299,598.0,300,298.0,49.83
S0171,2026-03-31,C114,机械键盘,外设,1,299.0,paid,线上,华东,雷鸟,180,299,299.0,180,119.0,39.8
S0172,2026-03-30,C087,鼠标,外设,3,103.95,paid,线下,华东,星科,45,99,311.85,135,176.85,56.71
S0173,2026-02-11,C049,麦克风,音频,4,323.1,paid,线上,华南,星科,210,359,1292.4,840,452.4,35.0
S0177,2026-04-29,C106,摄像头,外设,3,284.05,paid,线上,华东,视界,150,299,852.15,450,402.15,47.19
S0178,2026-01-08,C080,麦克风,音频,4,359.0,paid,线上,华北,星科,210,359,1436.0,840,596.0,41.5
S0179,2026-04-23,C084,麦克风,音频,2,359.0,paid,线上,华东,星科,210,359,718.0,420,298.0,41.5
S0180,2026-03-28,C110,音箱,音频,1,499.0,paid,线下,华东,声浪,320,499,499.0,320,179.0,35.87
S0181,2026-05-04,C028,摄像头,外设,4,269.1,paid,线下,华南,视界,150,299,1076.4,600,476.4,44.26
S0183,2026-06-06,C077,机械键盘,外设,2,284.05,paid,线下,华中,雷鸟,180,299,568.1,360,208.1,36.63
S0185,2026-03-31,C087,鼠标,外设,3,89.1,paid,线上,西南,星科,45,99,267.3,135,132.3,49.49
S0186,2026-02-15,C103,投影仪,显示设备,3,2499.0,paid,线上,华南,光影,1800,2499,7497.0,5400,2097.0,27.97
S0187,2026-02-06,C049,投影仪,显示设备,1,2374.05,paid,线上,华中,光影,1800,2499,2374.05,1800,574.05,24.18
S0190,2026-04-09,C066,显示器,显示设备,4,1299.0,paid,线上,华东,视界,900,1299,5196.0,3600,1596.0,30.72
S0192,2026-05-22,C084,机械键盘,外设,2,299.0,paid,线上,华东,雷鸟,180,299,598.0,360,238.0,39.8
S0193,2026-03-28,C105,麦克风,音频,1,359.0,paid,线下,西南,星科,210,359,359.0,210,149.0,41.5
S0195,2026-01-26,C081,摄像头,外设,4,299.0,paid,线上,华东,视界,150,299,1196.0,600,596.0,49.83
S0196,2026-04-06,C082,麦克风,音频,1,359.0,paid,线上,华北,星科,210,359,359.0,210,149.0,41.5
S0197,2026-04-24,C027,机械键盘,外设,1,299.0,paid,线上,西南,雷鸟,180,299,299.0,180,119.0,39.8
S0198,2026-06-20,C002,音箱,音频,4,499.0,paid,线上,华中,声浪,320,499,1996.0,1280,716.0,35.87
S0199,2026-01-13,C090,鼠标,外设,4,89.1,paid,线下,西南,星科,45,99,356.4,180,176.4,49.49
S0200,2026-02-13,C087,机械键盘,外设,1,299.0,paid,线上,华北,雷鸟,180,299,299.0,180,119.0,39.8
S0201,2026-06-22,C009,耳机,音频,4,359.1,paid,线上,华东,声浪,240,399,1436.4,960,476.4,33.17
S0202,2026-03-03,C016,鼠标,外设,4,99.0,paid,线下,西南,星科,45,99,396.0,180,216.0,54.55
S0203,2026-01-27,C099,机械键盘,外设,4,269.1,paid,线上,华北,雷鸟,180,299,1076.4,720,356.4,33.11
S0205,2026-04-16,C040,耳机,音频,4,379.05,paid,线上,华南,声浪,240,399,1516.2,960,556.2,36.68
S0207,2026-02-09,C090,麦克风,音频,4,341.05,paid,线上,华中,星科,210,359,1364.2,840,524.2,38.43
S0209,2026-04-27,C093,鼠标,外设,2,99.0,paid,线上,华南,星科,45,99,198.0,90,108.0,54.55
S0210,2026-03-11,C108,摄像头,外设,1,299.0,paid,线下,华东,视界,150,299,299.0,150,149.0,49.83
S0211,2026-03-01,C071,耳机,音频,4,359.1,paid,线上,华东,声浪,240,399,1436.4,960,476.4,33.17
S0212,2026-04-08,C027,鼠标,外设,2,99.0,paid,线上,华南,星科,45,99,198.0,90,108.0,54.55
S0213,2026-01-15,C105,音箱,音频,4,499.0,paid,线上,华北,声浪,320,499,1996.0,1280,716.0,35.87
S0214,2026-06-11,C033,耳机,音频,4,379.05,paid,线上,华东,声浪,240,399,1516.2,960,556.2,36.68
S0215,2026-06-21,C014,显示器,显示设备,3,1299.0,paid,线下,华北,视界,900,1299,3897.0,2700,1197.0,30.72
S0216,2026-02-08,C120,耳机,音频,4,359.1,paid,线上,华东,声浪,240,399,1436.4,960,476.4,33.17
S0217,2026-02-20,C021,鼠标,外设,3,99.0,paid,线上,华东,星科,45,99,297.0,135,162.0,54.55
S0218,2026-04-03,C101,耳机,音频,3,418.95,paid,线上,华北,声浪,240,399,1256.85,720,536.85,42.71
S0219,2026-03-18,C069,投影仪,显示设备,4,2499.0,paid,线下,华东,光影,1800,2499,9996.0,7200,2796.0,27.97
S0220,2026-06-29,C057,麦克风,音频,2,359.0,paid,线上,华东,星科,210,359,718.0,420,298.0,41.5
S0223,2026-01-24,C094,麦克风,音频,1,359.0,paid,线下,华北,星科,210,359,359.0,210,149.0,41.5
S0224,2026-02-24,C068,机械键盘,外设,3,269.1,paid,线下,华东,雷鸟,180,299,807.3,540,267.3,33.11
S0225,2026-01-23,C117,鼠标,外设,2,99.0,paid,线上,华东,星科,45,99,198.0,90,108.0,54.55
S0226,2026-02-02,C021,耳机,音频,2,399.0,paid,线下,华中,声浪,240,399,798.0,480,318.0,39.85
S0227,2026-05-22,C058,显示器,显示设备,2,1234.05,paid,线上,西南,视界,900,1299,2468.1,1800,668.1,27.07
S0228,2026-01-14,C030,投影仪,显示设备,3,2499.0,paid,线上,华南,光影,1800,2499,7497.0,5400,2097.0,27.97
S0229,2026-05-03,C075,机械键盘,外设,2,299.0,paid,线上,华东,雷鸟,180,299,598.0,360,238.0,39.8
S0230,2026-06-17,C077,显示器,显示设备,4,1299.0,paid,线下,华南,视界,900,1299,5196.0,3600,1596.0,30.72
S0231,2026-06-30,C084,鼠标,外设,1,99.0,paid,线上,华南,星科,45,99,99.0,45,54.0,54.55
S0232,2026-01-02,C009,摄像头,外设,2,269.1,paid,线上,华南,视界,150,299,538.2,300,238.2,44.26
S0233,2026-05-01,C051,鼠标,外设,4,94.05,paid,线下,华东,星科,45,99,376.2,180,196.2,52.15
S0234,2026-06-03,C079,鼠标,外设,3,94.05,paid,线下,华中,星科,45,99,282.15,135,147.15,52.15
S0235,2026-02-20,C013,机械键盘,外设,2,299.0,paid,线上,华中,雷鸟,180,299,598.0,360,238.0,39.8
S0237,2026-06-20,C097,鼠标,外设,1,94.05,paid,线上,华北,星科,45,99,94.05,45,49.05,52.15
S0238,2026-02-11,C022,耳机,音频,2,379.05,paid,线下,华东,声浪,240,399,758.1,480,278.1,36.68
S0239,2026-06-24,C047,鼠标,外设,4,89.1,paid,线上,华南,星科,45,99,356.4,180,176.4,49.49
S0240,2026-03-25,C031,显示器,显示设备,2,1299.0,paid,线上,华北,视界,900,1299,2598.0,1800,798.0,30.72
S0241,2026-06-20,C082,摄像头,外设,3,299.0,paid,线上,华北,视界,150,299,897.0,450,447.0,49.83
S0242,2026-06-29,C112,摄像头,外设,4,299.0,paid,线下,华南,视界,150,299,1196.0,600,596.0,49.83
S0243,2026-05-28,C009,鼠标,外设,3,89.1,paid,线下,华南,星科,45,99,267.3,135,132.3,49.49
S0244,2026-01-05,C026,鼠标,外设,3,89.1,paid,线上,华南,星科,45,99,267.3,135,132.3,49.49
S0246,2026-03-15,C035,机械键盘,外设,4,299.0,paid,线上,华北,雷鸟,180,299,1196.0,720,476.0,39.8
S0247,2026-02-26,C081,麦克风,音频,4,359.0,paid,线上,华南,星科,210,359,1436.0,840,596.0,41.5
S0248,2026-06-17,C023,鼠标,外设,2,99.0,paid,线上,华南,星科,45,99,198.0,90,108.0,54.55
S0249,2026-06-09,C004,麦克风,音频,2,359.0,paid,线下,华南,星科,210,359,718.0,420,298.0,41.5
S0251,2026-05-13,C038,显示器,显示设备,3,1299.0,paid,线下,华东,视界,900,1299,3897.0,2700,1197.0,30.72
S0252,2026-01-04,C062,麦克风,音频,4,359.0,paid,线上,西南,星科,210,359,1436.0,840,596.0,41.5
S0253,2026-01-31,C036,显示器,显示设备,3,1234.05,paid,线上,西南,视界,900,1299,3702.15,2700,1002.15,27.07
S0254,2026-05-05,C008,摄像头,外设,2,299.0,paid,线上,华东,视界,150,299,598.0,300,298.0,49.83
S0255,2026-05-20,C120,音箱,音频,2,499.0,paid,线上,华南,声浪,320,499,998.0,640,358.0,35.87
S0256,2026-02-10,C036,摄像头,外设,1,299.0,paid,线上,华东,视界,150,299,299.0,150,149.0,49.83
S0257,2026-06-07,C060,鼠标,外设,3,99.0,paid,线上,华东,星科,45,99,297.0,135,162.0,54.55
S0258,2026-02-20,C106,鼠标,外设,2,89.1,paid,线下,华东,星科,45,99,178.2,90,88.2,49.49
S0259,2026-02-15,C099,鼠标,外设,2,99.0,paid,线下,华中,星科,45,99,198.0,90,108.0,54.55
S0260,2026-06-15,C047,麦克风,音频,3,359.0,paid,线上,华东,星科,210,359,1077.0,630,447.0,41.5
S0261,2026-03-02,C104,鼠标,外设,3,94.05,paid,线下,华南,星科,45,99,282.15,135,147.15,52.15
S0262,2026-01-25,C085,耳机,音频,1,399.0,paid,线下,华东,声浪,240,399,399.0,240,159.0,39.85
S0263,2026-01-10,C100,音箱,音频,4,449.1,paid,线上,华中,声浪,320,499,1796.4,1280,516.4,28.75
S0264,2026-03-02,C104,音箱,音频,1,449.1,paid,线上,华东,声浪,320,499,449.1,320,129.1,28.75
S0265,2026-06-02,C087,鼠标,外设,2,94.05,paid,线上,华东,星科,45,99,188.1,90,98.1,52.15
S0266,2026-01-18,C020,音箱,音频,1,499.0,paid,线下,华东,声浪,320,499,499.0,320,179.0,35.87
S0267,2026-06-01,C059,投影仪,显示设备,1,2499.0,paid,线上,华中,光影,1800,2499,2499.0,1800,699.0,27.97
S0269,2026-05-14,C093,机械键盘,外设,1,299.0,paid,线上,西南,雷鸟,180,299,299.0,180,119.0,39.8
S0270,2026-02-13,C001,摄像头,外设,3,313.95,paid,线下,华东,视界,150,299,941.85,450,491.85,52.22
S0271,2026-04-20,C096,鼠标,外设,1,89.1,paid,线上,华北,星科,45,99,89.1,45,44.1,49.49
S0272,2026-02-14,C103,鼠标,外设,1,99.0,paid,线下,华东,星科,45,99,99.0,45,54.0,54.55
S0273,2026-03-07,C119,机械键盘,外设,4,299.0,paid,线上,华南,雷鸟,180,299,1196.0,720,476.0,39.8
S0274,2026-04-14,C069,投影仪,显示设备,4,2374.05,paid,线下,西南,光影,1800,2499,9496.2,7200,2296.2,24.18
S0275,2026-05-02,C051,投影仪,显示设备,4,2374.05,paid,线下,华东,光影,1800,2499,9496.2,7200,2296.2,24.18
S0276,2026-06-29,C027,鼠标,外设,1,99.0,paid,线上,华东,星科,45,99,99.0,45,54.0,54.55
S0277,2026-05-08,C087,耳机,音频,2,379.05,paid,线上,华东,声浪,240,399,758.1,480,278.1,36.68
S0278,2026-02-06,C110,麦克风,音频,4,359.0,paid,线下,华南,星科,210,359,1436.0,840,596.0,41.5
